"filename", "language", "C++", "Python", "Shell Script", "Properties", "C", "Markdown", "Makefile", "YAML", "LaTeX", "HTML", "comment", "blank", "total"
"d:\information\IOT\learn\C\opensource\picotcp\rules\wolfssl.mk", "Makefile", 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 2, 4
"d:\information\IOT\learn\C\opensource\picotcp\stack\pico_device.c", "C", 0, 0, 0, 0, 391, 0, 0, 0, 0, 0, 30, 78, 499
"d:\information\IOT\learn\C\opensource\picotcp\stack\pico_frame.c", "C", 0, 0, 0, 0, 251, 0, 0, 0, 0, 0, 23, 56, 330
"d:\information\IOT\learn\C\opensource\picotcp\stack\pico_md5.c", "C", 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 6, 9, 44
"d:\information\IOT\learn\C\opensource\picotcp\stack\pico_protocol.c", "C", 0, 0, 0, 0, 169, 0, 0, 0, 0, 0, 18, 40, 227
"d:\information\IOT\learn\C\opensource\picotcp\stack\pico_socket.c", "C", 0, 0, 0, 0, 1796, 0, 0, 0, 0, 0, 79, 413, 2288
"d:\information\IOT\learn\C\opensource\picotcp\stack\pico_socket_multicast.c", "C", 0, 0, 0, 0, 1214, 0, 0, 0, 0, 0, 36, 229, 1479
"d:\information\IOT\learn\C\opensource\picotcp\stack\pico_stack.c", "C", 0, 0, 0, 0, 733, 0, 0, 0, 0, 0, 51, 179, 963
"d:\information\IOT\learn\C\opensource\picotcp\stack\pico_tree.c", "C", 0, 0, 0, 0, 422, 0, 0, 0, 0, 0, 54, 90, 566
"d:\information\IOT\learn\C\opensource\picotcp\test\Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 2, 11
"d:\information\IOT\learn\C\opensource\picotcp\test\README.md", "Markdown", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 2, 7
"d:\information\IOT\learn\C\opensource\picotcp\test\autotest.sh", "Shell Script", 0, 0, 293, 0, 0, 0, 0, 0, 0, 0, 10, 58, 361
"d:\information\IOT\learn\C\opensource\picotcp\test\coverage.sh", "Shell Script", 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 1, 5
"d:\information\IOT\learn\C\opensource\picotcp\test\dummy.c", "C", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 3, 13
"d:\information\IOT\learn\C\opensource\picotcp\test\examples\Makefile", "Makefile", 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 0, 6, 37
"d:\information\IOT\learn\C\opensource\picotcp\test\examples\dhcp_client.c", "C", 0, 0, 0, 0, 83, 0, 0, 0, 0, 0, 12, 20, 115
"d:\information\IOT\learn\C\opensource\picotcp\test\examples\dhcp_server.c", "C", 0, 0, 0, 0, 81, 0, 0, 0, 0, 0, 6, 13, 100
"d:\information\IOT\learn\C\opensource\picotcp\test\examples\dns_sd.c", "C", 0, 0, 0, 0, 87, 0, 0, 0, 0, 0, 2, 24, 113
"d:\information\IOT\learn\C\opensource\picotcp\test\examples\dnsclient.c", "C", 0, 0, 0, 0, 94, 0, 0, 0, 0, 0, 10, 17, 121
"d:\information\IOT\learn\C\opensource\picotcp\test\examples\iperfc.c", "C", 0, 0, 0, 0, 121, 0, 0, 0, 0, 0, 2, 20, 143
"d:\information\IOT\learn\C\opensource\picotcp\test\examples\mdns.c", "C", 0, 0, 0, 0, 63, 0, 0, 0, 0, 0, 2, 19, 84
"d:\information\IOT\learn\C\opensource\picotcp\test\examples\multicast_ip6_recv.c", "C", 0, 0, 0, 0, 135, 0, 0, 0, 0, 0, 23, 25, 183
"d:\information\IOT\learn\C\opensource\picotcp\test\examples\multicast_ip6_send.c", "C", 0, 0, 0, 0, 101, 0, 0, 0, 0, 0, 22, 18, 141
"d:\information\IOT\learn\C\opensource\picotcp\test\examples\multicast_recv.c", "C", 0, 0, 0, 0, 124, 0, 0, 0, 0, 0, 22, 26, 172
"d:\information\IOT\learn\C\opensource\picotcp\test\examples\multicast_send.c", "C", 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 22, 16, 130
"d:\information\IOT\learn\C\opensource\picotcp\test\examples\natbox.c", "C", 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 2, 5, 32
"d:\information\IOT\learn\C\opensource\picotcp\test\examples\noop.c", "C", 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 2, 2, 12
"d:\information\IOT\learn\C\opensource\picotcp\test\examples\ping.c", "C", 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 3, 14, 139
"d:\information\IOT\learn\C\opensource\picotcp\test\examples\slaacv4.c", "C", 0, 0, 0, 0, 61, 0, 0, 0, 0, 0, 2, 10, 73
"d:\information\IOT\learn\C\opensource\picotcp\test\examples\sntp.c", "C", 0, 0, 0, 0, 52, 0, 0, 0, 0, 0, 2, 6, 60
"d:\information\IOT\learn\C\opensource\picotcp\test\examples\tcpbench.c", "C", 0, 0, 0, 0, 257, 0, 0, 0, 0, 0, 17, 47, 321
"d:\information\IOT\learn\C\opensource\picotcp\test\examples\tcpclient.c", "C", 0, 0, 0, 0, 162, 0, 0, 0, 0, 0, 6, 30, 198
"d:\information\IOT\learn\C\opensource\picotcp\test\examples\tcpecho.c", "C", 0, 0, 0, 0, 147, 0, 0, 0, 0, 0, 6, 26, 179
"d:\information\IOT\learn\C\opensource\picotcp\test\examples\tftp.c", "C", 0, 0, 0, 0, 398, 0, 0, 0, 0, 0, 5, 83, 486
"d:\information\IOT\learn\C\opensource\picotcp\test\examples\udp_client.c", "C", 0, 0, 0, 0, 225, 0, 0, 0, 0, 0, 24, 42, 291
"d:\information\IOT\learn\C\opensource\picotcp\test\examples\udp_echo.c", "C", 0, 0, 0, 0, 158, 0, 0, 0, 0, 0, 26, 33, 217
"d:\information\IOT\learn\C\opensource\picotcp\test\examples\udp_sendto_test.c", "C", 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 15, 14, 89
"d:\information\IOT\learn\C\opensource\picotcp\test\examples\udpnat.c", "C", 0, 0, 0, 0, 118, 0, 0, 0, 0, 0, 5, 29, 152
"d:\information\IOT\learn\C\opensource\picotcp\test\examples\utils.h", "C++", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 40
"d:\information\IOT\learn\C\opensource\picotcp\test\mkunits.sh", "Shell Script", 0, 0, 71, 0, 0, 0, 0, 0, 0, 0, 15, 19, 105
"d:\information\IOT\learn\C\opensource\picotcp\test\olsr_test.sh", "Shell Script", 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 1, 18, 69
"d:\information\IOT\learn\C\opensource\picotcp\test\perf.sh", "Shell Script", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 1, 6, 27
"d:\information\IOT\learn\C\opensource\picotcp\test\pico_faulty.c", "C", 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 1, 9, 30
"d:\information\IOT\learn\C\opensource\picotcp\test\pico_faulty.h", "C++", 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 27, 135
"d:\information\IOT\learn\C\opensource\picotcp\test\picoapp.c", "C", 0, 0, 0, 0, 639, 0, 0, 0, 0, 0, 16, 103, 758
"d:\information\IOT\learn\C\opensource\picotcp\test\ppp.c", "C", 0, 0, 0, 0, 158, 0, 0, 0, 0, 0, 2, 34, 194
"d:\information\IOT\learn\C\opensource\picotcp\test\python\dhcp.py", "Python", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 11, 9, 37
"d:\information\IOT\learn\C\opensource\picotcp\test\python\fairness.py", "Python", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 14, 12, 49
"d:\information\IOT\learn\C\opensource\picotcp\test\python\fairness_bottleneck.py", "Python", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 14, 12, 48
"d:\information\IOT\learn\C\opensource\picotcp\test\python\fairness_bottleneck_linux.py", "Python", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 14, 12, 48
"d:\information\IOT\learn\C\opensource\picotcp\test\python\fragmentation.py", "Python", 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 14, 10, 61
"d:\information\IOT\learn\C\opensource\picotcp\test\python\howto.py", "Python", 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 101, 20, 136
"d:\information\IOT\learn\C\opensource\picotcp\test\python\http_server_linux.py", "Python", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 14
"d:\information\IOT\learn\C\opensource\picotcp\test\python\multicast_recv.py", "Python", 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 12, 10, 65
"d:\information\IOT\learn\C\opensource\picotcp\test\python\multicast_send.py", "Python", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 11, 10, 59
"d:\information\IOT\learn\C\opensource\picotcp\test\python\noop.py", "Python", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 15
"d:\information\IOT\learn\C\opensource\picotcp\test\python\ping.py", "Python", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 15
"d:\information\IOT\learn\C\opensource\picotcp\test\python\ping_delay.py", "Python", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 15
"d:\information\IOT\learn\C\opensource\picotcp\test\python\ping_linux.py", "Python", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 15
"d:\information\IOT\learn\C\opensource\picotcp\test\python\ping_nat.py", "Python", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6, 18
"d:\information\IOT\learn\C\opensource\picotcp\test\python\reassembly.py", "Python", 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 16, 10, 63
"d:\information\IOT\learn\C\opensource\picotcp\test\python\tcpbench-delay.py", "Python", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 19
"d:\information\IOT\learn\C\opensource\picotcp\test\python\tcpbench-tap.py", "Python", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 18
"d:\information\IOT\learn\C\opensource\picotcp\test\python\tcpbench.py", "Python", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6, 18
"d:\information\IOT\learn\C\opensource\picotcp\test\python\tcpbench_rx_linux.py", "Python", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 15
"d:\information\IOT\learn\C\opensource\picotcp\test\python\tcpbench_tx_linux.py", "Python", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 16
"d:\information\IOT\learn\C\opensource\picotcp\test\python\tcpecho_linux.py", "Python", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 17
"d:\information\IOT\learn\C\opensource\picotcp\test\python\topology.py", "Python", 0, 195, 0, 0, 0, 0, 0, 0, 0, 0, 5, 24, 224
"d:\information\IOT\learn\C\opensource\picotcp\test\python\traceroute_from_linux.py", "Python", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 46
"d:\information\IOT\learn\C\opensource\picotcp\test\python\traceroute_nat_from_linux.py", "Python", 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9, 46
"d:\information\IOT\learn\C\opensource\picotcp\test\python\udpecho.py", "Python", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 2, 6, 17
"d:\information\IOT\learn\C\opensource\picotcp\test\python\zmq_linux.py", "Python", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9, 35
"d:\information\IOT\learn\C\opensource\picotcp\test\test_tftp_app_client.c", "C", 0, 0, 0, 0, 206, 0, 0, 0, 0, 0, 0, 39, 245
"d:\information\IOT\learn\C\opensource\picotcp\test\unit\modunit_pico_6lowpan.c", "C", 0, 0, 0, 0, 1367, 0, 0, 0, 0, 0, 36, 232, 1635
"d:\information\IOT\learn\C\opensource\picotcp\test\unit\modunit_pico_802154.c", "C", 0, 0, 0, 0, 452, 0, 0, 0, 0, 0, 36, 69, 557
"d:\information\IOT\learn\C\opensource\picotcp\test\unit\modunit_pico_aodv.c", "C", 0, 0, 0, 0, 454, 0, 0, 0, 0, 0, 19, 73, 546
"d:\information\IOT\learn\C\opensource\picotcp\test\unit\modunit_pico_dev_loop.c", "C", 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 3, 20, 98
"d:\information\IOT\learn\C\opensource\picotcp\test\unit\modunit_pico_dev_ppp.c", "C", 0, 0, 0, 0, 1199, 0, 0, 0, 0, 0, 82, 107, 1388
"d:\information\IOT\learn\C\opensource\picotcp\test\unit\modunit_pico_dns_client.c", "C", 0, 0, 0, 0, 193, 0, 0, 0, 0, 0, 24, 13, 230
"d:\information\IOT\learn\C\opensource\picotcp\test\unit\modunit_pico_dns_common.c", "C", 0, 0, 0, 0, 1202, 0, 0, 0, 0, 0, 69, 176, 1447
"d:\information\IOT\learn\C\opensource\picotcp\test\unit\modunit_pico_dns_sd.c", "C", 0, 0, 0, 0, 330, 0, 0, 0, 0, 0, 19, 55, 404
"d:\information\IOT\learn\C\opensource\picotcp\test\unit\modunit_pico_ethernet.c", "C", 0, 0, 0, 0, 261, 0, 0, 0, 0, 0, 8, 47, 316
"d:\information\IOT\learn\C\opensource\picotcp\test\unit\modunit_pico_fragments.c", "C", 0, 0, 0, 0, 899, 0, 0, 0, 0, 0, 114, 222, 1235
"d:\information\IOT\learn\C\opensource\picotcp\test\unit\modunit_pico_frame.c", "C", 0, 0, 0, 0, 216, 0, 0, 0, 0, 0, 13, 46, 275
"d:\information\IOT\learn\C\opensource\picotcp\test\unit\modunit_pico_hotplug_detection.c", "C", 0, 0, 0, 0, 148, 0, 0, 0, 0, 0, 12, 33, 193
"d:\information\IOT\learn\C\opensource\picotcp\test\unit\modunit_pico_igmp.c", "C", 0, 0, 0, 0, 320, 0, 0, 0, 0, 0, 18, 22, 360
"d:\information\IOT\learn\C\opensource\picotcp\test\unit\modunit_pico_ipfilter.c", "C", 0, 0, 0, 0, 175, 0, 0, 0, 0, 0, 64, 83, 322
"d:\information\IOT\learn\C\opensource\picotcp\test\unit\modunit_pico_ipv6_nd.c", "C", 0, 0, 0, 0, 241, 0, 0, 0, 0, 0, 23, 26, 290
"d:\information\IOT\learn\C\opensource\picotcp\test\unit\modunit_pico_mdns.c", "C", 0, 0, 0, 0, 1797, 0, 0, 0, 0, 0, 121, 310, 2228
"d:\information\IOT\learn\C\opensource\picotcp\test\unit\modunit_pico_mld.c", "C", 0, 0, 0, 0, 527, 0, 0, 0, 0, 0, 34, 24, 585
"d:\information\IOT\learn\C\opensource\picotcp\test\unit\modunit_pico_protocol.c", "C", 0, 0, 0, 0, 186, 0, 0, 0, 0, 0, 2, 42, 230
"d:\information\IOT\learn\C\opensource\picotcp\test\unit\modunit_pico_sntp_client.c", "C", 0, 0, 0, 0, 350, 0, 0, 0, 0, 0, 25, 54, 429
"d:\information\IOT\learn\C\opensource\picotcp\test\unit\modunit_pico_stack.c", "C", 0, 0, 0, 0, 122, 0, 0, 0, 0, 0, 9, 15, 146
"d:\information\IOT\learn\C\opensource\picotcp\test\unit\modunit_pico_strings.c", "C", 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 7, 60
"d:\information\IOT\learn\C\opensource\picotcp\test\unit\modunit_pico_tcp.c", "C", 0, 0, 0, 0, 741, 0, 0, 0, 0, 0, 72, 51, 864
"d:\information\IOT\learn\C\opensource\picotcp\test\unit\modunit_pico_tftp.c", "C", 0, 0, 0, 0, 295, 0, 0, 0, 0, 0, 40, 41, 376
"d:\information\IOT\learn\C\opensource\picotcp\test\unit\modunit_queue.c", "C", 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 19, 85
"d:\information\IOT\learn\C\opensource\picotcp\test\unit\modunit_seq.c", "C", 0, 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 14, 60
"d:\information\IOT\learn\C\opensource\picotcp\test\unit\unit_arp.c", "C", 0, 0, 0, 0, 176, 0, 0, 0, 0, 0, 6, 32, 214
"d:\information\IOT\learn\C\opensource\picotcp\test\unit\unit_dhcp.c", "C", 0, 0, 0, 0, 390, 0, 0, 0, 0, 0, 87, 78, 555
"d:\information\IOT\learn\C\opensource\picotcp\test\unit\unit_dns.c", "C", 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 11, 25, 89
"d:\information\IOT\learn\C\opensource\picotcp\test\unit\unit_icmp4.c", "C", 0, 0, 0, 0, 312, 0, 0, 0, 0, 0, 18, 72, 402
"d:\information\IOT\learn\C\opensource\picotcp\test\unit\unit_ipv4.c", "C", 0, 0, 0, 0, 720, 0, 0, 0, 0, 0, 33, 100, 853
"d:\information\IOT\learn\C\opensource\picotcp\test\unit\unit_ipv6.c", "C", 0, 0, 0, 0, 669, 0, 0, 0, 0, 0, 24, 68, 761
"d:\information\IOT\learn\C\opensource\picotcp\test\unit\unit_mem_manager.c", "C", 0, 0, 0, 0, 1579, 0, 0, 0, 0, 0, 347, 233, 2159
"d:\information\IOT\learn\C\opensource\picotcp\test\unit\unit_mocks.c", "C", 0, 0, 0, 0, 60, 0, 0, 0, 0, 0, 0, 12, 72
"d:\information\IOT\learn\C\opensource\picotcp\test\unit\unit_rbtree.c", "C", 0, 0, 0, 0, 80, 0, 0, 0, 0, 0, 2, 12, 94
"d:\information\IOT\learn\C\opensource\picotcp\test\unit\unit_socket.c", "C", 0, 0, 0, 0, 395, 0, 0, 0, 0, 0, 59, 68, 522
"d:\information\IOT\learn\C\opensource\picotcp\test\unit\unit_timer.c", "C", 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 5, 41
"d:\information\IOT\learn\C\opensource\picotcp\test\units.c", "C", 0, 0, 0, 0, 182, 0, 0, 0, 0, 0, 18, 34, 234
"d:\information\IOT\learn\C\opensource\picotcp\test\units.sh", "Shell Script", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 1, 4, 39
"d:\information\IOT\learn\C\opensource\picotcp\test\vde_sock_start.sh", "Shell Script", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 3, 6, 23
"d:\information\IOT\learn\C\opensource\picotcp\test\vde_sock_start_user.sh", "Shell Script", 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 1, 4, 16
"d:\information\IOT\learn\C\opensource\picotcp\uncrustify.cfg", "Properties", 0, 0, 0, 454, 0, 0, 0, 0, 0, 0, 660, 466, 1580
"Total", "-", 1564, 734, 514, 454, 53632, -80, 692, 12, 3474, -175, 8145, 12829, 81795